Geography,Geographic Area Name,Estimate!!Median value (dollars),Margin of Error!!Median value (dollars)
1500000US170314503003,Block Group 3; Census Tract 4503; Cook County; Illinois,193400,41215
1500000US170314503004,Block Group 4; Census Tract 4503; Cook County; Illinois,-,**
1500000US170314601001,Block Group 1; Census Tract 4601; Cook County; Illinois,-,**
1500000US170314601002,Block Group 2; Census Tract 4601; Cook County; Illinois,108900,8245
1500000US170314601003,Block Group 3; Census Tract 4601; Cook County; Illinois,158000,18558
1500000US170314601004,Block Group 4; Census Tract 4601; Cook County; Illinois,76100,6915
1500000US170314602001,Block Group 1; Census Tract 4602; Cook County; Illinois,-,**
1500000US170314602002,Block Group 2; Census Tract 4602; Cook County; Illinois,110900,102864
1500000US170314603011,Block Group 1; Census Tract 4603.01; Cook County; Illinois,116300,103367
1500000US170314603012,Block Group 2; Census Tract 4603.01; Cook County; Illinois,109200,15215
1500000US170314603013,Block Group 3; Census Tract 4603.01; Cook County; Illinois,228800,77223
1500000US170314603021,Block Group 1; Census Tract 4603.02; Cook County; Illinois,148800,124807
1500000US170314603022,Block Group 2; Census Tract 4603.02; Cook County; Illinois,-,**
1500000US170314603023,Block Group 3; Census Tract 4603.02; Cook County; Illinois,156500,70282
1500000US170314603024,Block Group 4; Census Tract 4603.02; Cook County; Illinois,191100,23953
1500000US170314604001,Block Group 1; Census Tract 4604; Cook County; Illinois,231100,37104
1500000US170314604002,Block Group 2; Census Tract 4604; Cook County; Illinois,227600,51210
1500000US170314604003,Block Group 3; Census Tract 4604; Cook County; Illinois,223800,43321
1500000US170314604004,Block Group 4; Census Tract 4604; Cook County; Illinois,171400,80024
1500000US170314605001,Block Group 1; Census Tract 4605; Cook County; Illinois,222900,24900
1500000US170314605002,Block Group 2; Census Tract 4605; Cook County; Illinois,204500,31757
1500000US170314605003,Block Group 3; Census Tract 4605; Cook County; Illinois,127300,111981
1500000US170314605004,Block Group 4; Census Tract 4605; Cook County; Illinois,-,**
1500000US170314605005,Block Group 5; Census Tract 4605; Cook County; Illinois,173600,42419
1500000US170314605006,Block Group 6; Census Tract 4605; Cook County; Illinois,253700,115081
1500000US170314605007,Block Group 7; Census Tract 4605; Cook County; Illinois,153700,19548
1500000US170314608001,Block Group 1; Census Tract 4608; Cook County; Illinois,-,**
1500000US170314608002,Block Group 2; Census Tract 4608; Cook County; Illinois,-,**
1500000US170314608003,Block Group 3; Census Tract 4608; Cook County; Illinois,-,**
1500000US170314608004,Block Group 4; Census Tract 4608; Cook County; Illinois,196800,127353
1500000US170314610001,Block Group 1; Census Tract 4610; Cook County; Illinois,-,**
1500000US170314701001,Block Group 1; Census Tract 4701; Cook County; Illinois,184800,101749
1500000US170314701002,Block Group 2; Census Tract 4701; Cook County; Illinois,-,**
1500000US170314801001,Block Group 1; Census Tract 4801; Cook County; Illinois,216800,43653
1500000US170314801002,Block Group 2; Census Tract 4801; Cook County; Illinois,240300,22829
1500000US170314802001,Block Group 1; Census Tract 4802; Cook County; Illinois,150800,94139
1500000US170314802002,Block Group 2; Census Tract 4802; Cook County; Illinois,208300,80307
1500000US170314803001,Block Group 1; Census Tract 4803; Cook County; Illinois,251600,40346
1500000US170314804001,Block Group 1; Census Tract 4804; Cook County; Illinois,184100,48460
1500000US170314804002,Block Group 2; Census Tract 4804; Cook County; Illinois,238800,40841
1500000US170314804003,Block Group 3; Census Tract 4804; Cook County; Illinois,216100,36796
1500000US170314804004,Block Group 4; Census Tract 4804; Cook County; Illinois,322700,92421
1500000US170314804005,Block Group 5; Census Tract 4804; Cook County; Illinois,-,**
1500000US170314804006,Block Group 6; Census Tract 4804; Cook County; Illinois,204000,35343
1500000US170314804007,Block Group 7; Census Tract 4804; Cook County; Illinois,159500,62256
1500000US170314805001,Block Group 1; Census Tract 4805; Cook County; Illinois,180200,11914
1500000US170314805002,Block Group 2; Census Tract 4805; Cook County; Illinois,190200,47937
1500000US170314805003,Block Group 3; Census Tract 4805; Cook County; Illinois,213800,26257
1500000US170314902001,Block Group 1; Census Tract 4902; Cook County; Illinois,110100,10558
1500000US170314902002,Block Group 2; Census Tract 4902; Cook County; Illinois,191600,20155
1500000US170314902003,Block Group 3; Census Tract 4902; Cook County; Illinois,152800,86282
1500000US170314905001,Block Group 1; Census Tract 4905; Cook County; Illinois,222600,77153
1500000US170314905002,Block Group 2; Census Tract 4905; Cook County; Illinois,215600,25949
1500000US170314906001,Block Group 1; Census Tract 4906; Cook County; Illinois,169900,21034
1500000US170314907001,Block Group 1; Census Tract 4907; Cook County; Illinois,178500,47550
1500000US170314907002,Block Group 2; Census Tract 4907; Cook County; Illinois,148000,89366
1500000US170314907003,Block Group 3; Census Tract 4907; Cook County; Illinois,136100,23720
1500000US170314908001,Block Group 1; Census Tract 4908; Cook County; Illinois,187500,62027
1500000US170314908002,Block Group 2; Census Tract 4908; Cook County; Illinois,111500,43445
1500000US170314908003,Block Group 3; Census Tract 4908; Cook County; Illinois,235000,73676
1500000US170314908004,Block Group 4; Census Tract 4908; Cook County; Illinois,159400,77547
1500000US170314908005,Block Group 5; Census Tract 4908; Cook County; Illinois,98100,6590
1500000US170314909011,Block Group 1; Census Tract 4909.01; Cook County; Illinois,189600,35393
1500000US170314909012,Block Group 2; Census Tract 4909.01; Cook County; Illinois,200000,42850
1500000US170314909013,Block Group 3; Census Tract 4909.01; Cook County; Illinois,146200,61633
1500000US170314909021,Block Group 1; Census Tract 4909.02; Cook County; Illinois,176000,27452
1500000US170314909022,Block Group 2; Census Tract 4909.02; Cook County; Illinois,147900,83343
1500000US170314909023,Block Group 3; Census Tract 4909.02; Cook County; Illinois,180600,36580
1500000US170314909024,Block Group 4; Census Tract 4909.02; Cook County; Illinois,180800,22497
1500000US170314910001,Block Group 1; Census Tract 4910; Cook County; Illinois,93600,9229
1500000US170314910002,Block Group 2; Census Tract 4910; Cook County; Illinois,73200,62190
1500000US170314910003,Block Group 3; Census Tract 4910; Cook County; Illinois,163300,41855
1500000US170314910004,Block Group 4; Census Tract 4910; Cook County; Illinois,91900,33425
1500000US170314911001,Block Group 1; Census Tract 4911; Cook County; Illinois,226200,17648
1500000US170314911002,Block Group 2; Census Tract 4911; Cook County; Illinois,185600,58987
1500000US170314911003,Block Group 3; Census Tract 4911; Cook County; Illinois,244100,45309
1500000US170314911004,Block Group 4; Census Tract 4911; Cook County; Illinois,197500,17235
1500000US170314911005,Block Group 5; Census Tract 4911; Cook County; Illinois,191400,14976
1500000US170314912001,Block Group 1; Census Tract 4912; Cook County; Illinois,137500,25354
1500000US170314912002,Block Group 2; Census Tract 4912; Cook County; Illinois,112500,68439
1500000US170314912003,Block Group 3; Census Tract 4912; Cook County; Illinois,172400,43054
1500000US170314913001,Block Group 1; Census Tract 4913; Cook County; Illinois,-,**
1500000US170314913002,Block Group 2; Census Tract 4913; Cook County; Illinois,105000,53635
1500000US170314913003,Block Group 3; Census Tract 4913; Cook County; Illinois,102500,13826
1500000US170314913004,Block Group 4; Census Tract 4913; Cook County; Illinois,-,**
1500000US170314914001,Block Group 1; Census Tract 4914; Cook County; Illinois,-,**
1500000US170314914002,Block Group 2; Census Tract 4914; Cook County; Illinois,96100,4148
1500000US170314914003,Block Group 3; Census Tract 4914; Cook County; Illinois,210700,63753
1500000US170315001001,Block Group 1; Census Tract 5001; Cook County; Illinois,160200,6949
1500000US170315001002,Block Group 2; Census Tract 5001; Cook County; Illinois,164600,16813
1500000US170315001003,Block Group 3; Census Tract 5001; Cook County; Illinois,157700,20884
1500000US170315001004,Block Group 4; Census Tract 5001; Cook County; Illinois,-,**
1500000US170315002001,Block Group 1; Census Tract 5002; Cook County; Illinois,210600,24842
1500000US170315002002,Block Group 2; Census Tract 5002; Cook County; Illinois,115400,44757
1500000US170315003001,Block Group 1; Census Tract 5003; Cook County; Illinois,215000,62036
1500000US170315003002,Block Group 2; Census Tract 5003; Cook County; Illinois,188600,11574
1500000US170315101001,Block Group 1; Census Tract 5101; Cook County; Illinois,138400,49075
1500000US170315101002,Block Group 2; Census Tract 5101; Cook County; Illinois,115900,10105
1500000US170315102001,Block Group 1; Census Tract 5102; Cook County; Illinois,137200,12782
1500000US170315102002,Block Group 2; Census Tract 5102; Cook County; Illinois,139900,22374
1500000US170315102003,Block Group 3; Census Tract 5102; Cook County; Illinois,123500,38631
1500000US170315103001,Block Group 1; Census Tract 5103; Cook County; Illinois,123900,22422
1500000US170315103002,Block Group 2; Census Tract 5103; Cook County; Illinois,129900,26232
1500000US170315103003,Block Group 3; Census Tract 5103; Cook County; Illinois,179900,143701
1500000US170315103004,Block Group 4; Census Tract 5103; Cook County; Illinois,105200,11029
1500000US170315201001,Block Group 1; Census Tract 5201; Cook County; Illinois,136800,14094
1500000US170315202001,Block Group 1; Census Tract 5202; Cook County; Illinois,-,**
1500000US170315202002,Block Group 2; Census Tract 5202; Cook County; Illinois,-,**
1500000US170315202003,Block Group 3; Census Tract 5202; Cook County; Illinois,167300,86456
1500000US170315203001,Block Group 1; Census Tract 5203; Cook County; Illinois,149000,24759
1500000US170315203002,Block Group 2; Census Tract 5203; Cook County; Illinois,139200,59619
1500000US170315203003,Block Group 3; Census Tract 5203; Cook County; Illinois,183800,36721
1500000US170315203004,Block Group 4; Census Tract 5203; Cook County; Illinois,147700,57575
1500000US170315204001,Block Group 1; Census Tract 5204; Cook County; Illinois,168600,27479
1500000US170315204002,Block Group 2; Census Tract 5204; Cook County; Illinois,169600,18527
1500000US170315204003,Block Group 3; Census Tract 5204; Cook County; Illinois,169900,36026
1500000US170315204004,Block Group 4; Census Tract 5204; Cook County; Illinois,122700,105895
1500000US170315205001,Block Group 1; Census Tract 5205; Cook County; Illinois,159600,29979
1500000US170315205002,Block Group 2; Census Tract 5205; Cook County; Illinois,216500,41467
1500000US170315205003,Block Group 3; Census Tract 5205; Cook County; Illinois,249200,85104
1500000US170315206001,Block Group 1; Census Tract 5206; Cook County; Illinois,179300,14987
1500000US170315301001,Block Group 1; Census Tract 5301; Cook County; Illinois,119900,80390
1500000US170315301002,Block Group 2; Census Tract 5301; Cook County; Illinois,74100,11117
1500000US170315302001,Block Group 1; Census Tract 5302; Cook County; Illinois,307500,268872
1500000US170315302002,Block Group 2; Census Tract 5302; Cook County; Illinois,-,**
1500000US170315302003,Block Group 3; Census Tract 5302; Cook County; Illinois,155000,97574
1500000US170315302004,Block Group 4; Census Tract 5302; Cook County; Illinois,114000,17711
1500000US170315302005,Block Group 5; Census Tract 5302; Cook County; Illinois,119900,78660
1500000US170315303001,Block Group 1; Census Tract 5303; Cook County; Illinois,-,**
1500000US170315303002,Block Group 2; Census Tract 5303; Cook County; Illinois,110200,40095
1500000US170315303003,Block Group 3; Census Tract 5303; Cook County; Illinois,159600,26568
1500000US170315303004,Block Group 4; Census Tract 5303; Cook County; Illinois,173800,16023
1500000US170315304001,Block Group 1; Census Tract 5304; Cook County; Illinois,124100,17174
1500000US170315304002,Block Group 2; Census Tract 5304; Cook County; Illinois,183500,49457
1500000US170315305011,Block Group 1; Census Tract 5305.01; Cook County; Illinois,"10,000-",***
1500000US170315305012,Block Group 2; Census Tract 5305.01; Cook County; Illinois,138800,71959
1500000US170315305013,Block Group 3; Census Tract 5305.01; Cook County; Illinois,189600,61981
1500000US170315305014,Block Group 4; Census Tract 5305.01; Cook County; Illinois,158800,43465
1500000US170315305021,Block Group 1; Census Tract 5305.02; Cook County; Illinois,164800,8154
1500000US170315305031,Block Group 1; Census Tract 5305.03; Cook County; Illinois,132000,14375
1500000US170315305032,Block Group 2; Census Tract 5305.03; Cook County; Illinois,152000,29165
1500000US170315305033,Block Group 3; Census Tract 5305.03; Cook County; Illinois,152000,37826
1500000US170315306001,Block Group 1; Census Tract 5306; Cook County; Illinois,99400,84200
1500000US170315306002,Block Group 2; Census Tract 5306; Cook County; Illinois,152700,17086
1500000US170315306003,Block Group 3; Census Tract 5306; Cook County; Illinois,-,**
1500000US170315401011,Block Group 1; Census Tract 5401.01; Cook County; Illinois,115400,29014
1500000US170315401012,Block Group 2; Census Tract 5401.01; Cook County; Illinois,-,**
1500000US170315401021,Block Group 1; Census Tract 5401.02; Cook County; Illinois,-,**
1500000US170315401022,Block Group 2; Census Tract 5401.02; Cook County; Illinois,-,**
1500000US170315401023,Block Group 3; Census Tract 5401.02; Cook County; Illinois,109100,53735
1500000US170315501001,Block Group 1; Census Tract 5501; Cook County; Illinois,223800,12071
1500000US170315501002,Block Group 2; Census Tract 5501; Cook County; Illinois,211700,65133
1500000US170315501003,Block Group 3; Census Tract 5501; Cook County; Illinois,206600,26886
1500000US170315501004,Block Group 4; Census Tract 5501; Cook County; Illinois,-,**
1500000US170315501005,Block Group 5; Census Tract 5501; Cook County; Illinois,253800,85986
1500000US170315501006,Block Group 6; Census Tract 5501; Cook County; Illinois,174600,46575
1500000US170315502001,Block Group 1; Census Tract 5502; Cook County; Illinois,181400,7086
1500000US170315502002,Block Group 2; Census Tract 5502; Cook County; Illinois,195000,17183
1500000US170315601001,Block Group 1; Census Tract 5601; Cook County; Illinois,267400,31308
1500000US170315602001,Block Group 1; Census Tract 5602; Cook County; Illinois,232800,29811
